Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem,MaxItem,MinItem,avgItemSession,MaxSessionsMonth,MeanTimeGap
13974.0,105,44.19,1,44.19,44.19,44.19,14,105,105,105.0,6,0.0
13976.0,284,48.49,3,145.47,55.21,37.18,35,116,83,94.66666666666669,9,63.5
13977.0,123,28.9,1,28.9,28.9,28.9,8,123,123,123.0,10,0.0
13980.0,284,31.6625,4,126.65,70.03,3.2,42,146,18,71.0,11,85.66666666666667
13981.0,145,45.28,1,45.28,45.28,45.28,17,145,145,145.0,10,0.0
13982.0,1254,45.70833333333334,6,274.25,97.36,17.73,83,460,99,209.0,9,47.0
13984.0,484,22.06333333333333,6,132.38,43.92,5.9,43,103,54,80.66666666666667,11,63.0
13985.0,1251,41.92714285714286,7,293.49,59.52,27.8,73,271,108,178.71428571428572,11,31.33333333333333
13989.0,582,16.236666666666668,3,48.71,24.25,3.38,29,280,32,194.0,9,121.0
13993.0,1000,38.95555555555556,9,350.6,65.75,23.8,63,194,20,111.11111111111111,11,40.75
13995.0,1282,38.36125,8,306.89,74.8,11.45,98,319,13,160.25,11,42.142857142857146
13997.0,132,56.67,2,113.34,63.29,50.05,30,87,45,66.0,8,32.0
13998.0,192,24.35,3,73.05,42.25,4.95,24,128,3,64.0,12,71.0
14000.0,280,18.663333333333327,3,55.99,37.15,9.3,17,106,70,93.33333333333331,10,91.0
14001.0,647,24.67857142857143,7,172.75,58.11,3.75,38,211,12,92.42857142857144,10,46.0
14004.0,636,28.125,4,112.5,66.65,2.1,46,350,8,159.0,11,14.0
14006.0,456,10.9475,4,43.79,23.36,5.8,30,340,38,114.0,6,41.333333333333336
14007.0,12,13.34,1,13.34,13.34,13.34,3,12,12,12.0,7,0.0
14009.0,210,31.7,1,31.7,31.7,31.7,22,210,210,210.0,3,0.0
14010.0,147,33.925,2,67.85,53.0,14.85,19,128,19,73.5,5,0.0
14011.0,380,19.465,2,38.93,20.74,18.19,26,312,68,190.0,11,80.0
14014.0,350,32.445,2,64.89,37.55,27.34,26,303,47,175.0,12,7.0
14017.0,72,52.4,1,52.4,52.4,52.4,13,72,72,72.0,5,0.0
14018.0,164,33.75,1,33.75,33.75,33.75,12,164,164,164.0,4,0.0
14020.0,197,44.265,2,88.53,46.59,41.94,24,104,93,98.5,8,53.0
14021.0,509,38.48,4,153.92000000000004,70.57000000000002,5.9,56,264,30,127.25,11,72.66666666666667
14022.0,192,39.02,1,39.02,39.02,39.02,18,192,192,192.0,10,0.0
14024.0,80,62.54,1,62.54,62.54,62.54,14,80,80,80.0,11,0.0
14025.0,1017,23.61125,8,188.89,76.07000000000002,6.25,45,352,13,127.125,12,47.14285714285714
14026.0,427,59.84,2,119.68,65.64,54.04,43,245,182,213.5,8,155.0
14032.0,935,30.46,5,152.3,42.77,24.65,46,232,126,187.0,12,82.0
14035.0,468,41.7675,4,167.07,68.91,26.92,38,184,70,117.0,10,54.33333333333334
14037.0,250,39.9275,4,159.71,91.0,6.19,60,97,34,62.5,10,87.0
14039.0,28,16.19,1,16.19,16.19,16.19,3,28,28,28.0,5,0.0
14043.0,68,55.77,1,55.77,55.77,55.77,21,68,68,68.0,5,0.0
14045.0,2,0.0,1,0.0,0.0,0.0,1,2,2,2.0,6,0.0
14047.0,977,35.048,10,350.48,65.61,0.84,75,219,6,97.7,8,25.222222222222214
14053.0,45,2.275,2,4.55,2.9,1.65,2,25,20,22.5,10,89.0
14055.0,85,38.5,1,38.5,38.5,38.5,10,85,85,85.0,11,0.0
14058.0,207,32.515,2,65.03,48.74,16.29,21,123,84,103.5,6,110.0
14060.0,607,7.544,10,75.44,13.9,1.25,21,132,6,60.7,12,27.55555555555556
14063.0,42,5.0,1,5.0,5.0,5.0,2,42,42,42.0,1,0.0
14064.0,1142,20.751,10,207.51,44.39,1.45,84,278,11,114.2,9,25.66666666666667
14065.0,454,41.64333333333335,3,124.93,55.65,30.6,34,208,41,151.33333333333334,11,109.5
14068.0,390,101.72,3,305.16,128.02,81.86,65,183,47,130.0,4,37.0
14069.0,54,67.76,2,135.52,75.14,60.38,34,32,22,27.0,7,47.0
14072.0,53,73.9,1,73.9,73.9,73.9,14,53,53,53.0,11,0.0
14074.0,16,1.25,1,1.25,1.25,1.25,1,16,16,16.0,3,0.0
14077.0,72,33.59,1,33.59,33.59,33.59,13,72,72,72.0,9,0.0
14078.0,265,58.19750000000001,4,232.79,137.47,18.84,76,184,18,66.25,8,74.0
14080.0,79,38.74500000000001,2,77.49,71.29,6.2,23,72,7,39.5,10,107.5
14082.0,174,73.66499999999998,2,147.33,74.39,72.94,47,100,74,87.0,12,60.0
14083.0,214,82.14,3,246.42,149.66,29.04,84,149,15,71.33333333333333,12,141.5
14084.0,40,4.55,1,4.55,4.55,4.55,3,40,40,40.0,7,0.0
14088.0,569,87.885,2,175.77,162.27,13.5,35,517,52,284.5,10,15.0
14094.0,114,92.29,1,92.29,92.29,92.29,38,114,114,114.0,9,0.0
14097.0,348,29.65,2,59.3,50.34,8.959999999999997,37,176,172,174.0,8,134.0
14101.0,280,7.7575,4,31.03,10.06,1.69,9,92,24,70.0,8,50.33333333333334
14103.0,5,0.0,1,0.0,0.0,0.0,1,5,5,5.0,12,0.0
14104.0,335,65.77,3,197.31,98.7,45.86,93,136,95,111.66666666666669,11,85.5
14107.0,1202,66.7925,4,267.17,103.67,36.96,56,351,232,300.5,10,29.66666666666667
14113.0,769,16.212857142857143,7,113.49,40.46,0.29,35,335,4,109.85714285714286,12,51.16666666666666
14114.0,499,21.024,5,105.12,34.85,11.65,50,181,61,99.8,12,43.25
14115.0,265,15.14,2,30.28,26.03,4.25,16,261,4,132.5,11,99.0
14118.0,77,39.95,1,39.95,39.95,39.95,11,77,77,77.0,7,0.0
14119.0,54,13.47,1,13.47,13.47,13.47,6,54,54,54.0,11,0.0
14122.0,55,29.95,1,29.95,29.95,29.95,8,55,55,55.0,10,0.0
14127.0,503,78.42,3,235.26,109.52,50.57,61,214,135,167.66666666666666,11,68.0
14128.0,250,33.85,1,33.85,33.85,33.85,19,250,250,250.0,6,0.0
14129.0,618,29.935,4,119.74,43.0,21.1,19,198,120,154.5,10,51.33333333333334
14130.0,449,82.28,2,164.56,114.6,49.96,70,297,152,224.5,11,42.0
14135.0,926,16.535999999999998,10,165.36,59.25,0.85,53,201,12,92.6,12,34.666666666666664
14136.0,719,40.71250000000001,4,162.85,52.82,30.82,66,201,133,179.75,5,36.0
14137.0,108,5.85,1,5.85,5.85,5.85,5,108,108,108.0,1,0.0
14139.0,493,20.25,3,60.75,40.71,6.32,25,241,120,164.33333333333334,6,79.5
14142.0,419,41.865,2,83.73,53.7,30.03,37,245,174,209.5,3,50.0
14144.0,12,2.55,1,2.55,2.55,2.55,1,12,12,12.0,10,0.0
14147.0,215,9.034,5,45.17,14.25,4.5,13,71,24,43.0,11,18.5
14148.0,197,18.22,1,18.22,18.22,18.22,13,197,197,197.0,10,0.0
14150.0,192,14.89,1,14.89,14.89,14.89,10,192,192,192.0,12,0.0
14151.0,227,43.52,1,43.52,43.52,43.52,20,227,227,227.0,4,0.0
14152.0,941,27.664000000000005,5,138.32,43.6,4.65,72,246,4,188.2,11,70.5
14157.0,247,31.93333333333333,3,95.8,46.9,21.95,31,104,57,82.33333333333333,11,128.5
14160.0,829,25.24,6,151.44,75.24000000000002,1.7,45,462,24,138.16666666666666,10,44.0
14161.0,718,86.9825,4,347.93,164.7,23.55,112,336,43,179.5,9,65.33333333333333
14163.0,57,11.14,1,11.14,11.14,11.14,6,57,57,57.0,3,0.0
14166.0,79,69.325,2,138.65,76.45,62.2,36,40,39,39.5,7,121.0
14167.0,186,50.75,4,203.0,80.55,38.05,29,60,38,46.5,7,59.33333333333334
14168.0,143,17.7,2,35.4,29.5,5.9,10,93,50,71.5,10,144.0
14169.0,189,58.40000000000001,2,116.8,101.9,14.9,43,157,32,94.5,9,134.0
14170.0,263,96.65,3,289.95,161.46,17.6,117,136,11,87.66666666666669,11,39.5
14172.0,62,35.78,3,107.34,58.64,5.95,27,40,2,20.666666666666668,11,102.0
14173.0,4,14.98,1,14.98,14.98,14.98,2,4,4,4.0,8,0.0
14175.0,1309,94.17,5,470.85,136.2,47.14,102,430,155,261.8,10,70.25
14176.0,115,23.07,2,46.14,23.8,22.34,13,59,56,57.5,11,134.0
14177.0,579,47.65714285714286,7,333.6,90.35,8.8,94,297,12,82.71428571428571,11,45.0
14181.0,119,64.2,2,128.4,112.75,15.65,47,84,35,59.5,10,152.0
14182.0,157,51.0225,4,204.09,87.75,29.25,39,62,21,39.25,9,55.66666666666666
14183.0,57,80.935,2,161.87,86.59,75.28,25,32,25,28.5,10,70.0
14186.0,1178,30.286,5,151.43,52.22,19.01,71,336,162,235.6,8,26.5
14187.0,49,25.65,1,25.65,25.65,25.65,7,49,49,49.0,8,0.0
14189.0,454,46.96,2,93.92,84.72,9.2,39,394,60,227.0,11,157.0
14191.0,60,9.75,1,9.75,9.75,9.75,5,60,60,60.0,10,0.0
14192.0,218,23.44,1,23.44,23.44,23.44,14,218,218,218.0,11,0.0
14193.0,208,56.55,1,56.55,56.55,56.55,22,208,208,208.0,8,0.0
14197.0,136,45.35,1,45.35,45.35,45.35,16,136,136,136.0,10,0.0
14198.0,275,40.68400000000001,5,203.42,54.3,18.12,27,84,22,55.0,8,45.75
14199.0,196,20.325,2,40.65,23.45,17.2,13,163,33,98.0,12,166.0
14200.0,134,56.3,1,56.3,56.3,56.3,18,134,134,134.0,1,0.0
14201.0,245,8.9125,4,35.65,20.95,4.15,16,104,24,61.25,12,76.33333333333333
14202.0,141,24.56,3,73.68,28.3,19.18,17,68,30,47.0,11,160.5
14203.0,60,28.55,1,28.55,28.55,28.55,10,60,60,60.0,7,0.0
14205.0,997,34.56285714285715,7,241.94,75.7,7.8,56,219,48,142.42857142857142,10,26.5
14207.0,36,8.9,1,8.9,8.9,8.9,2,36,36,36.0,1,0.0
14208.0,220,37.6,1,37.6,37.6,37.6,19,220,220,220.0,6,0.0
14209.0,929,39.42444444444445,9,354.82,75.6,25.75,75,192,36,103.22222222222224,11,37.625
14211.0,1068,29.692857142857147,7,207.85,54.13,4.15,79,220,60,152.57142857142858,10,45.16666666666666
14212.0,32,8.5,1,8.5,8.5,8.5,2,32,32,32.0,9,0.0
14215.0,615,35.53,3,106.59,78.03,12.7,54,345,104,205.0,8,108.5
14216.0,111,54.72,1,54.72,54.72,54.72,15,111,111,111.0,10,0.0
14217.0,527,23.717142857142854,7,166.02,79.33,4.22,51,167,11,75.28571428571429,11,34.0
14220.0,222,28.08333333333333,3,84.25,37.9,20.9,20,86,62,74.0,12,105.5
14224.0,266,48.726000000000006,5,243.63,113.27,9.9,88,149,3,53.2,12,44.5
14225.0,801,46.425,4,185.7,89.43,25.98,60,257,129,200.25,12,108.33333333333331
14228.0,256,40.69,3,122.07,64.89,10.05,35,148,26,85.33333333333333,11,76.0
14229.0,257,21.5825,4,86.33,35.08,5.95,19,113,3,64.25,9,86.33333333333331
14230.0,212,29.29333333333333,3,87.88,48.18,2.55,20,116,6,70.66666666666667,9,12.0
14231.0,201,38.93,1,38.93,38.93,38.93,19,201,201,201.0,9,0.0
14233.0,417,35.11666666666667,3,105.35,61.85,11.4,27,240,34,139.0,8,62.5
14235.0,723,26.31,4,105.24,42.12,3.75,51,298,4,180.75,7,40.333333333333336
14236.0,418,19.0525,4,76.21000000000002,30.07,11.7,27,249,6,104.5,8,65.0
14237.0,175,23.1,2,46.2,30.25,15.95,19,144,31,87.5,4,106.0
14238.0,28,8.05,1,8.05,8.05,8.05,2,28,28,28.0,2,0.0
14239.0,609,37.7175,8,301.74,73.94,7.439999999999999,37,159,48,76.125,12,47.28571428571429
14240.0,236,30.85,1,30.85,30.85,30.85,18,236,236,236.0,12,0.0
14244.0,238,19.54,1,19.54,19.54,19.54,14,238,238,238.0,2,0.0
14247.0,246,57.85,4,231.4,76.22,43.87,59,95,17,61.5,10,69.0
14252.0,109,16.33,1,16.33,16.33,16.33,9,109,109,109.0,11,0.0
14253.0,85,24.025,2,48.05,30.35,17.7,9,44,41,42.5,3,18.0
14254.0,263,56.99,1,56.99,56.99,56.99,23,263,263,263.0,3,0.0
14256.0,1014,74.51,4,298.04,155.3,6.45,74,446,6,253.5,10,90.33333333333331
14260.0,492,38.75,3,116.25,82.8,3.75,46,369,4,164.0,9,6.0
14263.0,171,37.74,1,37.74,37.74,37.74,16,171,171,171.0,12,0.0
14264.0,409,53.82,4,215.28,72.55,34.33,42,218,36,102.25,12,69.0
14265.0,305,66.00999999999999,2,132.02,108.52,23.5,40,228,77,152.5,6,146.0
14266.0,24,1.69,1,1.69,1.69,1.69,1,24,24,24.0,7,0.0
14268.0,147,65.25,1,65.25,65.25,65.25,19,147,147,147.0,8,0.0
14269.0,111,21.27,1,21.27,21.27,21.27,10,111,111,111.0,9,0.0
14271.0,60,67.03,1,67.03,67.03,67.03,28,60,60,60.0,10,0.0
14272.0,281,31.305,2,62.61,37.69,24.92,27,185,96,140.5,6,10.0
14274.0,178,25.0,1,25.0,25.0,25.0,15,178,178,178.0,1,0.0
14275.0,162,3.898,5,19.49,8.0,1.1,10,48,2,32.4,11,32.5
14276.0,662,28.18,4,112.72,44.32,1.25,38,235,12,165.5,12,98.0
14277.0,359,65.11666666666666,3,195.35,109.13,40.15,91,148,94,119.66666666666669,10,9.5
14278.0,127,21.22,1,21.22,21.22,21.22,12,127,127,127.0,10,0.0
14279.0,46,6.795,2,13.59,10.2,3.39,3,24,22,23.0,7,161.0
14281.0,31,17.6,1,17.6,17.6,17.6,4,31,31,31.0,10,0.0
14282.0,814,12.126,10,121.26,31.4,0.85,50,133,20,81.4,11,32.22222222222222
14283.0,452,17.3875,4,69.55,28.65,5.65,35,174,36,113.0,8,63.66666666666666
14285.0,265,28.52666666666667,3,85.58,55.98,13.45,24,162,37,88.33333333333331,7,72.5
14290.0,441,48.57666666666668,3,145.73000000000005,75.19,22.05,37,219,108,147.0,12,66.0
14292.0,1000,22.06166666666667,6,132.37,44.77,2.55,50,310,6,166.66666666666666,10,44.0
14293.0,552,36.095,4,144.38,58.1,22.95,49,192,24,138.0,11,101.33333333333331
14294.0,188,68.47,1,68.47,68.47,68.47,22,188,188,188.0,10,0.0
14295.0,509,57.07,2,114.14,77.95,36.19,39,285,224,254.5,9,91.0
14296.0,309,30.245,2,60.49,40.12,20.37,24,192,117,154.5,10,153.0
14301.0,267,26.98333333333333,3,80.95,36.27,14.74,22,123,68,89.0,11,85.0
14302.0,222,33.275,2,66.55,54.55,12.0,24,147,75,111.0,5,84.0
14306.0,108,7.439999999999999,1,7.439999999999999,7.439999999999999,7.439999999999999,6,108,108,108.0,1,0.0
14307.0,1021,67.2325,4,268.93,113.64,48.42,93,456,105,255.25,7,62.66666666666666
14309.0,851,38.193333333333335,3,114.58,56.79,7.45,64,483,39,283.6666666666667,12,81.5
14310.0,230,51.0,1,51.0,51.0,51.0,22,230,230,230.0,3,0.0
14311.0,89,30.57,1,30.57,30.57,30.57,11,89,89,89.0,5,0.0
14312.0,725,31.372000000000003,5,156.86,82.22,9.65,71,493,42,145.0,11,65.0
14314.0,36,5.2,1,5.2,5.2,5.2,2,36,36,36.0,5,0.0
14315.0,247,43.69,2,87.38,53.64,33.74,23,125,122,123.5,5,70.0
14316.0,234,3.952,5,19.76,7.82,0.29,12,168,6,46.8,10,52.0
14318.0,104,14.45,1,14.45,14.45,14.45,8,104,104,104.0,5,0.0
14320.0,369,39.04666666666667,3,117.14,44.87000000000001,30.87,37,161,79,123.0,11,144.5
14321.0,586,45.47,2,90.94,48.46,42.48,48,436,150,293.0,8,135.0
14322.0,122,9.4125,4,37.65,19.85,2.95,9,90,4,30.5,12,96.0
14325.0,188,19.6,1,19.6,19.6,19.6,15,188,188,188.0,5,0.0
14326.0,367,56.57,2,113.14,64.44,48.7,41,238,129,183.5,6,136.0
14327.0,1009,36.486,5,182.43,41.19,29.81,84,234,154,201.8,11,66.25
14330.0,103,33.99,1,33.99,33.99,33.99,13,103,103,103.0,3,0.0
14332.0,376,54.6,2,109.2,55.55,53.65,30,204,172,188.0,11,35.0
14334.0,1180,45.084,5,225.42,57.79,33.65,77,340,126,236.0,12,52.5
14338.0,191,33.77,1,33.77,33.77,33.77,17,191,191,191.0,6,0.0
14339.0,100,14.17,1,14.17,14.17,14.17,6,100,100,100.0,7,0.0
14341.0,831,29.99125,8,239.93,59.53,4.95,74,215,4,103.875,10,34.714285714285715
14342.0,83,22.99,1,22.99,22.99,22.99,9,83,83,83.0,8,0.0
14346.0,735,62.66,3,187.98,90.94,8.04,64,371,46,245.0,10,36.0
14355.0,617,43.47666666666667,3,130.43,65.38,31.35,57,324,92,205.66666666666663,9,89.0
14358.0,338,19.895,2,39.79,25.84,13.95,21,222,116,169.0,11,128.0
14361.0,140,16.27,1,16.27,16.27,16.27,10,140,140,140.0,10,0.0
14369.0,253,33.075,2,66.15,42.16,23.99,23,162,91,126.5,7,137.0
14370.0,185,25.658000000000005,5,128.29,48.35,2.55,28,76,2,37.0,8,54.5
14372.0,346,35.335,2,70.67,44.8,25.87,29,180,166,173.0,9,156.0
14373.0,14,8.8,1,8.8,8.8,8.8,2,14,14,14.0,12,0.0
14374.0,14,12.85,1,12.85,12.85,12.85,3,14,14,14.0,6,0.0
14376.0,50,70.74,1,70.74,70.74,70.74,17,50,50,50.0,1,0.0
14378.0,56,20.5,1,20.5,20.5,20.5,8,56,56,56.0,3,0.0
14384.0,30,5.85,1,5.85,5.85,5.85,3,30,30,30.0,7,0.0
14389.0,456,20.9,3,62.7,24.3,15.95,26,168,132,152.0,11,98.0
14391.0,168,11.3,1,11.3,11.3,11.3,14,168,168,168.0,12,0.0
14392.0,108,28.05,1,28.05,28.05,28.05,13,108,108,108.0,3,0.0
14394.0,56,7.1,1,7.1,7.1,7.1,5,56,56,56.0,5,0.0
14396.0,493,76.24600000000002,5,381.23,115.17,36.14,136,178,38,98.6,3,15.75
14398.0,263,92.515,2,185.03,96.88,88.15,48,193,70,131.5,6,111.0
14399.0,734,55.07250000000001,8,440.58,93.45,19.9,115,187,38,91.75,10,32.142857142857146
14401.0,913,21.81375,8,174.51,39.14,12.44,50,188,41,114.125,12,49.42857142857143
14402.0,96,7.95,1,7.95,7.95,7.95,7,96,96,96.0,2,0.0
14403.0,12,6.95,1,6.95,6.95,6.95,1,12,12,12.0,4,0.0
14404.0,438,31.08333333333333,6,186.5,65.33,9.54,62,140,35,73.0,11,60.0
14409.0,714,27.903333333333336,3,83.71,43.2,11.71,38,388,151,238.0,11,93.5
14413.0,272,66.18333333333334,3,198.55,136.25,9.35,88,138,66,90.66666666666669,12,163.5
14414.0,380,28.45,2,56.9,43.8,13.1,21,268,112,190.0,12,16.0
14419.0,124,61.825,2,123.65,70.2,53.45,28,69,55,62.0,11,41.0
14420.0,595,32.00333333333333,3,96.01,37.25,28.19,46,242,166,198.3333333333333,8,103.0
14421.0,782,29.7,4,118.8,70.44,4.65,51,501,10,195.5,7,59.66666666666666
14423.0,59,26.15,1,26.15,26.15,26.15,9,59,59,59.0,9,0.0
14425.0,90,44.1,1,44.1,44.1,44.1,13,90,90,90.0,1,0.0
14427.0,299,32.235,2,64.47,64.05,0.42,23,275,24,149.5,3,38.0
14430.0,352,30.08333333333333,3,90.25,47.45,1.25,25,232,12,117.33333333333331,11,55.5
14431.0,581,41.64,3,124.92,59.75,19.52,48,273,47,193.66666666666663,11,154.0
14436.0,24,1.25,1,1.25,1.25,1.25,1,24,24,24.0,4,0.0
14437.0,368,22.59800000000001,5,112.99,57.05,5.25,31,108,48,73.6,12,54.25
14439.0,1176,77.7275,4,310.91,120.09,30.55,63,512,80,294.0,9,81.33333333333333
14440.0,679,33.348571428571425,7,233.44,48.2,10.9,39,150,30,97.0,11,48.83333333333334
14441.0,693,49.47666666666667,6,296.86,80.63,12.7,57,166,43,115.5,11,66.0
14442.0,746,52.6625,4,210.65,67.6,34.09,56,355,112,186.5,10,92.0
14443.0,582,71.39500000000002,2,142.79,92.52,50.27,57,419,163,291.0,11,166.0
14444.0,56,12.34,1,12.34,12.34,12.34,8,56,56,56.0,9,0.0
14445.0,83,86.95,1,86.95,86.95,86.95,32,83,83,83.0,10,0.0
14446.0,144,55.83,1,55.83,55.83,55.83,41,144,144,144.0,11,0.0
14448.0,43,36.5,1,36.5,36.5,36.5,17,43,43,43.0,10,0.0
14450.0,281,28.2075,4,112.83,39.92,16.72,24,118,44,70.25,12,91.66666666666669
14452.0,167,98.425,2,196.85,129.4,67.45,60,102,65,83.5,9,96.0
14454.0,294,59.6075,4,238.43,81.93,44.45,75,96,57,73.5,11,60.66666666666666
14455.0,466,26.345,4,105.38,67.1,6.6,61,235,32,116.5,9,81.33333333333333
14458.0,203,59.69,1,59.69,59.69,59.69,43,203,203,203.0,11,0.0
14460.0,302,5.7025000000000015,4,22.81,12.31,2.5,15,170,12,75.5,10,86.33333333333331
14462.0,101,87.28,1,87.28,87.28,87.28,44,101,101,101.0,3,0.0
14463.0,15,5.45,1,5.45,5.45,5.45,1,15,15,15.0,7,0.0
14464.0,14,13.5,1,13.5,13.5,13.5,3,14,14,14.0,5,0.0
14465.0,947,17.575,8,140.6,25.05,9.5,28,236,60,118.375,7,25.0
14466.0,1322,34.82,6,208.92,67.4,17.0,63,518,78,220.3333333333333,11,60.0
14467.0,767,62.027142857142856,7,434.19,91.75,33.85,103,203,43,109.57142857142856,11,40.66666666666666
14469.0,708,93.2625,4,373.05,112.72,78.10000000000002,105,225,100,177.0,10,87.66666666666669
14470.0,82,40.8,1,40.8,40.8,40.8,14,82,82,82.0,5,0.0
14471.0,68,57.82,1,57.82,57.82,57.82,14,68,68,68.0,4,0.0
14475.0,94,15.7,1,15.7,15.7,15.7,6,94,94,94.0,10,0.0
14478.0,457,23.396666666666665,3,70.19,34.35,13.05,38,168,143,152.33333333333334,11,150.0
14481.0,773,84.29666666666667,3,252.89,100.83,72.17,95,322,214,257.6666666666667,10,135.0
14482.0,261,61.095,4,244.38,127.16,2.1,81,122,2,65.25,11,30.33333333333333
14486.0,90,5.85,2,11.7,5.85,5.85,4,50,40,45.0,7,101.0
14487.0,81,38.81,2,77.62,51.72,25.9,31,48,33,40.5,11,166.0
14489.0,706,39.78333333333333,3,119.35,49.8,29.1,51,298,182,235.3333333333333,9,86.5
14491.0,40,16.6,1,16.6,16.6,16.6,4,40,40,40.0,2,0.0
14492.0,608,46.02285714285715,7,322.16,74.78,7.95,62,240,4,86.85714285714286,9,31.16666666666667
14494.0,88,16.05,1,16.05,16.05,16.05,9,88,88,88.0,3,0.0
14496.0,646,52.13666666666666,6,312.82,128.15,8.45,51,318,44,107.66666666666669,11,63.4
14497.0,95,32.480000000000004,1,32.480000000000004,32.480000000000004,32.480000000000004,10,95,95,95.0,4,0.0
14498.0,827,70.92833333333333,6,425.57,104.18,31.87,137,251,66,137.83333333333334,12,55.4
14499.0,732,63.6125,4,254.45,84.46000000000002,49.42,84,217,122,183.0,11,31.66666666666667
14507.0,828,101.29,4,405.16,143.4,56.7,107,415,62,207.0,11,90.33333333333331
14508.0,209,110.02666666666666,3,330.08,160.03,76.22,94,71,67,69.66666666666667,11,82.0
14509.0,37,77.8,1,77.8,77.8,77.8,24,37,37,37.0,6,0.0
14510.0,507,31.19333333333333,3,93.58,48.17,2.55,56,293,6,169.0,11,30.5
14512.0,362,25.3875,4,101.55,39.99,12.93,34,160,59,90.5,11,68.66666666666667
14513.0,88,12.15,1,12.15,12.15,12.15,4,88,88,88.0,5,0.0
14515.0,501,31.69,6,190.14,72.2,4.19,50,146,4,83.5,11,26.8
14516.0,62,91.6,1,91.6,91.6,91.6,34,62,62,62.0,11,0.0
14519.0,31,46.39,1,46.39,46.39,46.39,15,31,31,31.0,1,0.0
14521.0,144,27.88,1,27.88,27.88,27.88,14,144,144,144.0,5,0.0
14522.0,203,17.2325,4,68.93,28.14,6.35,18,75,10,50.75,4,29.66666666666667
14524.0,591,63.89,5,319.45,143.48,3.3,119,290,4,118.2,12,14.0
14526.0,178,80.78,1,80.78,80.78,80.78,41,178,178,178.0,11,0.0
14531.0,257,52.03,1,52.03,52.03,52.03,27,257,257,257.0,8,0.0
14533.0,151,10.3225,4,41.29,15.85,3.24,12,70,18,37.75,12,46.66666666666666
14537.0,104,40.49,1,40.49,40.49,40.49,11,104,104,104.0,3,0.0
14538.0,96,45.10666666666666,3,135.32,58.3,32.620000000000005,20,46,19,32.0,6,76.5
14540.0,791,55.885,6,335.31,98.61,17.9,85,220,47,131.83333333333334,11,65.4
14541.0,479,32.55833333333334,6,195.35,65.25,1.45,48,166,12,79.83333333333333,10,47.4
14545.0,236,94.94,1,94.94,94.94,94.94,23,236,236,236.0,3,0.0
14548.0,160,30.4075,4,121.63,57.0,8.82,32,81,15,40.0,8,26.0
14549.0,135,44.57,2,89.14,77.44,11.7,26,75,60,67.5,10,173.0
14550.0,327,48.49500000000001,2,96.99,55.77,41.22,42,202,125,163.5,11,95.0
14551.0,271,25.928,5,129.64,66.69,1.25,53,116,3,54.2,10,67.5
14553.0,544,66.045,4,264.18,130.11,2.5,134,263,48,136.0,10,32.666666666666664
14555.0,513,99.29,3,297.87,121.72,75.10000000000002,74,196,125,171.0,11,94.5
14558.0,4,6.75,1,6.75,6.75,6.75,1,4,4,4.0,2,0.0
14562.0,754,51.3125,8,410.5,106.97,3.3,113,156,20,94.25,11,39.71428571428572
14569.0,110,12.173333333333332,3,36.52,24.4,4.55,18,44,30,36.66666666666666,9,94.5
14570.0,165,68.81,1,68.81,68.81,68.81,30,165,165,165.0,9,0.0
14571.0,51,57.85,1,57.85,57.85,57.85,27,51,51,51.0,10,0.0
14573.0,219,90.995,4,363.98,173.4,51.79,109,114,27,54.75,8,56.66666666666666
14576.0,12,2.95,1,2.95,2.95,2.95,1,12,12,12.0,2,0.0
14577.0,237,71.71666666666667,3,215.15,114.1,41.8,45,131,33,79.0,12,159.5
14579.0,56,49.8,1,49.8,49.8,49.8,24,56,56,56.0,3,0.0
14580.0,3,4.95,1,4.95,4.95,4.95,1,3,3,3.0,9,0.0
14581.0,78,88.5,1,88.5,88.5,88.5,38,78,78,78.0,6,0.0
14584.0,578,60.2525,4,241.01,75.53,44.14,78,216,71,144.5,10,79.66666666666667
14585.0,331,35.4325,4,141.73,46.4,5.35,64,129,16,82.75,11,14.0
14588.0,61,32.04,1,32.04,32.04,32.04,15,61,61,61.0,10,0.0
14589.0,5,23.85,1,23.85,23.85,23.85,3,5,5,5.0,3,0.0
14594.0,144,84.77,1,84.77,84.77,84.77,30,144,144,144.0,1,0.0
14597.0,218,19.4775,4,77.91,68.42,1.49,29,185,3,54.5,12,24.66666666666667
14598.0,165,54.09,1,54.09,54.09,54.09,40,165,165,165.0,5,0.0
14599.0,291,85.495,2,170.99,120.68,50.31,76,206,85,145.5,11,119.0
14602.0,79,97.57,1,97.57,97.57,97.57,30,79,79,79.0,2,0.0
14604.0,87,36.71,1,36.71,36.71,36.71,19,87,87,87.0,3,0.0
14607.0,1376,33.945,6,203.67,60.31,14.75,61,292,136,229.3333333333333,6,18.6
14608.0,164,12.55,4,50.2,14.25,11.25,8,63,15,41.0,12,65.66666666666667
14610.0,15,10.05,2,20.1,10.9,9.2,10,11,4,7.5,9,60.0
14611.0,422,27.65,2,55.3,28.4,26.9,31,265,157,211.0,9,155.0
14612.0,102,49.0,1,49.0,49.0,49.0,10,102,102,102.0,10,0.0
14614.0,189,52.56,1,52.56,52.56,52.56,19,189,189,189.0,11,0.0
14615.0,484,20.532000000000004,5,102.66,32.59,2.55,36,177,8,96.8,10,21.75
14616.0,16,4.95,1,4.95,4.95,4.95,1,16,16,16.0,11,0.0
