Country,Customer ID,Description,Invoice,InvoiceDate,Price,Quantity,StockCode
United Kingdom,17576.0,EMBROIDERED REINDEER DECORATION,490111,2009-03-12 16:54:00,2.12,4,85079
United Kingdom,17576.0,JAPANESE CROCHETED ANIMAL,490111,2009-03-12 16:54:00,0.42,12,84670
United Kingdom,17576.0,WHITE ADVENT CANDLE,490111,2009-03-12 16:54:00,2.12,2,72529W
United Kingdom,17576.0,S/4 BURGUNDY WINE DINNER CANDLES,490111,2009-03-12 16:54:00,1.25,2,72801G
United Kingdom,17576.0,S/4 FESTIVE RED DINNER CANDLES,490111,2009-03-12 16:54:00,1.25,12,72801F
United Kingdom,17576.0,WOODEN PICTURE FRAME WHITE FINISH,490111,2009-03-12 16:54:00,2.55,3,82482
United Kingdom,17576.0,TRADITIONAL CHRISTMAS RIBBONS,490111,2009-03-12 16:54:00,1.25,1,85049A
United Kingdom,17576.0,CINAMMON & ORANGE WREATH,490111,2009-03-12 16:54:00,6.75,1,21351
United Kingdom,17576.0,12 IVORY ROSE PEG PLACE SETTINGS,490111,2009-03-12 16:54:00,1.25,1,21447
United Kingdom,17576.0,"KEY FOB , BACK DOOR ",490111,2009-03-12 16:54:00,0.65,5,21901
United Kingdom,17576.0,"KEY FOB , FRONT  DOOR ",490111,2009-03-12 16:54:00,0.65,5,21902
United Kingdom,17576.0,WHITE BEADED GARLAND STRING 20LIGHT,490111,2009-03-12 16:54:00,6.35,1,85047
United Kingdom,17576.0,PARTY CONE CHRISTMAS DECORATION ,490111,2009-03-12 16:54:00,0.85,12,22130
United Kingdom,17576.0,PAINTED METAL TREE WITH HOLLY BELLS,490111,2009-03-12 16:54:00,1.45,1,21825
United Kingdom,17576.0,WHITE BELL HONEYCOMB PAPER GARLAND ,490111,2009-03-12 16:54:00,1.65,2,21187
United Kingdom,17576.0,CROCHET BEAR WITH BLUE STRIPES,490111,2009-03-12 16:54:00,2.55,10,84671B
United Kingdom,17576.0,COSY SLIPPER SHOES LARGE RED,490111,2009-03-12 16:54:00,2.95,3,21740
United Kingdom,17576.0,PREMIUM CHURCH CANDLE,490111,2009-03-12 16:54:00,2.1,4,72267
United Kingdom,17576.0,S/4 FESTIVE GREEN DINNER CANDLES,490111,2009-03-12 16:54:00,1.25,2,72801E
United Kingdom,17576.0,COSY SLIPPER SHOES LARGE GREEN,490111,2009-03-12 16:54:00,2.95,2,21741
United Kingdom,17576.0,BROWN CHECK CAT DOORSTOP ,490111,2009-03-12 16:54:00,4.25,2,21407
United Kingdom,17576.0,BROWN CHECK CAT DOORSTOP ,490111,2009-03-12 16:54:00,4.25,3,21407
United Kingdom,17576.0,WHITE HANGING HEART T-LIGHT HOLDER,490111,2009-03-12 16:54:00,2.95,3,85123A
United Kingdom,17576.0,LARGE ROUND CUTGLASS CANDLESTICK,490111,2009-03-12 16:54:00,6.75,6,85126
United Kingdom,17576.0,IVORY HANGING BIRD PLANTER ,490111,2009-03-12 16:54:00,2.55,8,84761
United Kingdom,17576.0,GREY HEART HOT WATER BOTTLE,490111,2009-03-12 16:54:00,3.45,5,22113
United Kingdom,17576.0,RED GINGHAM ROSE JEWELLERY BOX,490111,2009-03-12 16:54:00,1.65,8,21429
United Kingdom,17576.0,12 RED ROSE PEG PLACE SETTINGS,490111,2009-03-12 16:54:00,1.25,4,21446
United Kingdom,13037.0,FUNKY WASHING UP GLOVES ASSORTED,490112,2009-03-12 17:04:00,2.1,12,20751
United Kingdom,13037.0,GIN + TONIC DIET METAL SIGN,490112,2009-03-12 17:04:00,2.1,6,21175
United Kingdom,13037.0,RED SPOTTY CUP,490112,2009-03-12 17:04:00,0.85,8,21238
United Kingdom,13037.0,GREEN SPOTTY CUP,490112,2009-03-12 17:04:00,0.85,8,21241
United Kingdom,13037.0,RED SPOTTY PLATE ,490112,2009-03-12 17:04:00,1.69,8,21242
United Kingdom,13037.0,GREEN  SPOTTY PLATE ,490112,2009-03-12 17:04:00,1.69,8,21245
United Kingdom,13037.0,PORCELAIN ROSE SMALL,490112,2009-03-12 17:04:00,0.85,16,21422
United Kingdom,13037.0,CHICK GREY HOT WATER BOTTLE,490112,2009-03-12 17:04:00,3.45,4,21484
United Kingdom,13037.0,DAIRY MAID CERAMIC BUTTER DISH,490112,2009-03-12 17:04:00,4.25,3,21540
United Kingdom,13037.0,KINGS CHOICE CIGAR BOX MATCHES ,490112,2009-03-12 17:04:00,1.25,24,21590
United Kingdom,13037.0,SET OF 12 LILY BOTANICAL T-LIGHTS,490112,2009-03-12 17:04:00,2.95,6,21611
United Kingdom,13037.0,HANGING GLASS ETCHED TEALIGHT,490112,2009-03-12 17:04:00,1.65,12,21651
United Kingdom,13037.0,GLAMOROUS  MUG,490112,2009-03-12 17:04:00,1.25,12,21872
United Kingdom,13037.0,POLYESTER FILLER PAD 65CMx65CM,490112,2009-03-12 17:04:00,4.25,4,46000P
United Kingdom,13037.0,POLYESTER FILLER PAD 40x40cm,490112,2009-03-12 17:04:00,1.45,6,46000S
United Kingdom,13037.0,HOT BATHS METAL SIGN,490112,2009-03-12 17:04:00,2.1,6,82583
United Kingdom,13037.0,BLUE GINGHAM ROSE CUSHION COVER,490112,2009-03-12 17:04:00,5.95,4,84620
United Kingdom,13037.0,RED ROSE AND LACE C/COVER,490112,2009-03-12 17:04:00,2.95,6,84773
United Kingdom,13037.0,LADIES & GENTLEMEN METAL SIGN,490112,2009-03-12 17:04:00,2.55,6,85150
United Kingdom,14710.0,TOILET METAL SIGN,490113,2009-03-12 17:12:00,0.55,1,82581
United Kingdom,14710.0,FIRST AID TIN,490113,2009-03-12 17:12:00,3.25,1,21260
United Kingdom,14710.0,BLUE PAISLEY NOTEBOOK,490113,2009-03-12 17:12:00,1.65,1,20773
United Kingdom,14710.0,GREEN FERN NOTEBOOK,490113,2009-03-12 17:12:00,1.65,2,20774
United Kingdom,14710.0,STRING OF STARS CARD HOLDER,490113,2009-03-12 17:12:00,2.95,2,22164
United Kingdom,14710.0,MEDIUM MEDINA STAMPED METAL BOWL ,490113,2009-03-12 17:12:00,2.95,2,21683
United Kingdom,14710.0,SMALL MEDINA STAMPED METAL BOWL ,490113,2009-03-12 17:12:00,0.85,2,21684
United Kingdom,14710.0,COLOURING PENCILS BROWN TUBE,490113,2009-03-12 17:12:00,1.25,2,10135
United Kingdom,14710.0,GLASS  BEURRE DISH,490113,2009-03-12 17:12:00,3.95,1,21658
United Kingdom,14710.0,RIDGED GLASS STORAGE JAR CREAM LID,490113,2009-03-12 17:12:00,3.75,1,21664
United Kingdom,14710.0,DOOR MAT BLACK FLOCK ,490113,2009-03-12 17:12:00,6.75,1,48173C
United Kingdom,18168.0,SKULLS DESIGN FLANNEL,490114,2009-03-12 17:29:00,0.85,12,21942
United Kingdom,18168.0,CERAMIC CAKE DESIGN SPOTTED MUG,490114,2009-03-12 17:29:00,1.49,6,37448
United Kingdom,18168.0,CHOC TRUFFLE GOLD TRINKET POT ,490114,2009-03-12 17:29:00,1.65,8,22067
United Kingdom,18168.0,CERAMIC STRWBERRY DESIGN MUG,490114,2009-03-12 17:29:00,1.49,2,22059
United Kingdom,18168.0,CREAM HEART CARD HOLDER,490114,2009-03-12 17:29:00,3.95,6,22189
United Kingdom,18168.0, BLACK PIRATE TREASURE CHEST,490114,2009-03-12 17:29:00,1.65,6,22068
United Kingdom,18168.0,SWEETHEART CERAMIC TRINKET BOX,490114,2009-03-12 17:29:00,1.25,4,21231
United Kingdom,18168.0,STRAWBERRY CERAMIC TRINKET BOX,490114,2009-03-12 17:29:00,1.25,12,21232
United Kingdom,18168.0,JELLY BABIES YELLOW SMALL BOWL,490114,2009-03-12 17:29:00,1.25,8,84596K
United Kingdom,18168.0,POTTING SHED TEA MUG,490114,2009-03-12 17:29:00,1.25,6,21868
United Kingdom,18168.0,MINI CAKE STAND HANGING HEARTS,490114,2009-03-12 17:29:00,1.65,8,22054
United Kingdom,18168.0,POTTERING MUG,490114,2009-03-12 17:29:00,1.25,6,21876
United Kingdom,18168.0,LARGE TORTILLA DESIGN RED BOWL,490114,2009-03-12 17:29:00,3.75,6,84595E
United Kingdom,18168.0,ROBOT MUG IN DISPLAY BOX,490114,2009-03-12 17:29:00,1.25,3,37464
United Kingdom,18168.0,LUNCH BAG CARS BLUE,490114,2009-03-12 17:29:00,1.65,10,20728
United Kingdom,18168.0,PINK FAIRY CAKE CHILD'S APRON,490114,2009-03-12 17:29:00,1.95,4,47591D
United Kingdom,18168.0,BLUE FAIRY CAKE CHILD'S APRON,490114,2009-03-12 17:29:00,1.95,4,47591C
United Kingdom,18168.0,"FEATHER DUSTER, COAL BLACK",490114,2009-03-12 17:29:00,1.25,3,51012C
United Kingdom,18168.0,"FEATHER DUSTER, LIGHT PINK",490114,2009-03-12 17:29:00,1.25,1,51012L
United Kingdom,18168.0,MINI CAKE STAND  HANGING STRAWBERY,490114,2009-03-12 17:29:00,1.65,8,22055
United Kingdom,17679.0,RED FLORAL FELTCRAFT SHOULDER BAG,490115,2009-03-12 17:32:00,3.75,8,20969
United Kingdom,17679.0,PINK FLORAL FELTCRAFT SHOULDER BAG,490115,2009-03-12 17:32:00,3.75,8,20970
United Kingdom,17679.0,PINK BLUE FELT CRAFT TRINKET BOX,490115,2009-03-12 17:32:00,1.25,24,20971
United Kingdom,17679.0,PINK CREAM FELT CRAFT TRINKET BOX ,490115,2009-03-12 17:32:00,1.25,24,20972
United Kingdom,17679.0,TRADITIONAL WOODEN SKIPPING ROPE,490115,2009-03-12 17:32:00,1.25,24,21891
United Kingdom,17679.0,SET 12 KIDS  WHITE CHALK STICKS,490115,2009-03-12 17:32:00,0.42,24,21917
United Kingdom,17679.0,SET 12 KIDS COLOUR  CHALK STICKS,490115,2009-03-12 17:32:00,0.42,24,21918
United Kingdom,17679.0, 3 STRIPEY MICE FELTCRAFT,490115,2009-03-12 17:32:00,1.95,12,22150
United Kingdom,17679.0,FELTCRAFT DOLL ROSIE,490115,2009-03-12 17:32:00,2.95,18,22271
United Kingdom,17679.0,FELTCRAFT DOLL MOLLY,490115,2009-03-12 17:32:00,2.95,18,22273
United Kingdom,17679.0,COFFEE MUG DOG + BALL DESIGN,490116,2009-03-12 17:33:00,2.55,12,22300
United Kingdom,17679.0,COFFEE MUG CAT + BIRD DESIGN,490116,2009-03-12 17:33:00,2.55,12,22301
United Kingdom,17679.0,COFFEE MUG PEARS  DESIGN,490116,2009-03-12 17:33:00,2.55,12,22302
United Kingdom,17679.0,COFFEE MUG APPLES DESIGN,490116,2009-03-12 17:33:00,2.55,12,22303
United Kingdom,17851.0,ASSORTED COLOUR JUMBO PEN,490118,2009-03-12 17:46:00,0.42,11,10138
United Kingdom,17851.0,12 PENCILS SMALL TUBE RED SPOTTY,490118,2009-03-12 17:46:00,0.65,3,20975
United Kingdom,17851.0,DINOSAURS WATER TRANSFER TATTOOS ,490118,2009-03-12 17:46:00,0.85,4,21541
United Kingdom,17851.0,WOODLAND WATER TRANSFER TATTOOS ,490118,2009-03-12 17:46:00,0.85,4,21542
United Kingdom,17851.0,SKULLS  WATER TRANSFER TATTOOS ,490118,2009-03-12 17:46:00,0.85,4,21544
United Kingdom,17851.0,BUTTERFLY WATER TRANSFER TATTOOS ,490118,2009-03-12 17:46:00,0.85,5,21543
United Kingdom,17851.0,SET/4 SKULL BADGES,490118,2009-03-12 17:46:00,1.25,4,21224
United Kingdom,17851.0,12 PENCILS SMALL TUBE SKULL,490118,2009-03-12 17:46:00,0.65,3,20974
United Kingdom,17851.0,HEART DECORATION PAINTED ZINC ,490118,2009-03-12 17:46:00,0.65,5,22335
United Kingdom,17851.0,GLITTER CHRISTMAS HEART ,490118,2009-03-12 17:46:00,0.85,2,21818
United Kingdom,17851.0,HEART IVORY TRELLIS LARGE,490118,2009-03-12 17:46:00,1.65,1,22296
United Kingdom,17851.0,3 HEARTS HANGING DECORATION RUSTIC,490118,2009-03-12 17:46:00,2.95,1,22158
United Kingdom,17851.0,GLITTER STAR GARLAND WITH BELLS ,490118,2009-03-12 17:46:00,3.75,2,21821
United Kingdom,17851.0,PINK CREAM FELT CRAFT TRINKET BOX ,490118,2009-03-12 17:46:00,1.25,3,20972
United Kingdom,17851.0,WOODEN FRAME ANTIQUE WHITE ,490118,2009-03-12 17:46:00,2.95,2,82494L
United Kingdom,17851.0,WOODEN PICTURE FRAME WHITE FINISH,490118,2009-03-12 17:46:00,2.55,2,82482
United Kingdom,17851.0,CLASSIC WHITE FRAME,490118,2009-03-12 17:46:00,2.95,1,21333
United Kingdom,17851.0,STRIPES DESIGN MONKEY DOLL,490118,2009-03-12 17:46:00,2.55,1,84507B
United Kingdom,17851.0,HEART SHAPE WIRELESS DOORBELL,490118,2009-03-12 17:46:00,2.1,1,79160
United Kingdom,17851.0,ANTIQUE SILVER TEA GLASS ETCHED,490118,2009-03-12 17:46:00,1.25,3,84946
United Kingdom,17851.0,SILVER SLEIGHBELL  WREATH,490118,2009-03-12 17:46:00,7.95,5,21353
United Kingdom,17851.0,VINTAGE SNAP CARDS,490118,2009-03-12 17:46:00,0.85,6,21790
United Kingdom,17851.0,VINTAGE HEADS AND TAILS CARD GAME ,490118,2009-03-12 17:46:00,1.25,4,21791
United Kingdom,17851.0,SET OF THREE 50'S GIFT WRAPS ,490118,2009-03-12 17:46:00,1.95,2,21490
United Kingdom,17851.0,SET OF THREE VINTAGE GIFT WRAPS,490118,2009-03-12 17:46:00,1.95,2,21491
United Kingdom,17851.0,WHITE GRAND BAROQUE PHOTO FRAME,490118,2009-03-12 17:46:00,4.25,2,85167A
United Kingdom,17851.0,GOLD COSMETIC BAG PINK STAR,490118,2009-03-12 17:46:00,2.1,5,20861
United Kingdom,17851.0,UNION JACK HOT WATER BOTTLE ,490118,2009-03-12 17:46:00,5.95,2,22125
United Kingdom,17851.0,CROSS STITCH ALPHABET CUSHION COVER,490118,2009-03-12 17:46:00,5.95,4,21837
United Kingdom,17851.0,POLYESTER FILLER PAD 45x45cm,490118,2009-03-12 17:46:00,1.55,4,46000M
United Kingdom,17851.0,HOT WATER BOTTLE TEA AND SYMPATHY,490118,2009-03-12 17:46:00,3.95,2,22114
United Kingdom,17851.0,CHOCOLATE HOT WATER BOTTLE,490118,2009-03-12 17:46:00,4.95,3,22112
United Kingdom,17851.0,WHITE SKULL HOT WATER BOTTLE ,490118,2009-03-12 17:46:00,3.75,2,21479
United Kingdom,17851.0,PACK OF 20 SKULL PAPER NAPKINS,490118,2009-03-12 17:46:00,0.85,3,21989
United Kingdom,17851.0,SET/20 RED SPOTTY PAPER NAPKINS ,490118,2009-03-12 17:46:00,0.85,2,21080
United Kingdom,17851.0,SET OF 2 FANCY FONT TEA TOWELS,490118,2009-03-12 17:46:00,2.95,3,22122
United Kingdom,17851.0,RIDGED GLASS POSY VASE ,490118,2009-03-12 17:46:00,1.45,3,21656
United Kingdom,17851.0,HEART IVORY TRELLIS LARGE,490118,2009-03-12 17:46:00,1.65,3,22296
United Kingdom,17851.0,HAIRCLIPS FORTIES FABRIC ASSORTED,490118,2009-03-12 17:46:00,0.65,12,22319
United Kingdom,17851.0,GREY HEART HOT WATER BOTTLE,490118,2009-03-12 17:46:00,3.45,2,22113
United Kingdom,17851.0,CLASSICAL ROSE URN,490118,2009-03-12 17:46:00,7.95,2,84680
United Kingdom,17851.0,CHRISTMAS CRAFT WHITE FAIRY ,490118,2009-03-12 17:46:00,1.45,3,22142
United Kingdom,17851.0,FELTCRAFT 6 FLOWER FRIENDS,490118,2009-03-12 17:46:00,2.1,4,22149
United Kingdom,17851.0,"FEATHER DUSTER, LIGHT PINK",490118,2009-03-12 17:46:00,1.25,2,51012L
United Kingdom,17851.0,HEART EAR MUFF HEADPHONES,490118,2009-03-12 17:46:00,5.49,3,20783
United Kingdom,17851.0,CREAM CUPID HEARTS COAT HANGER,490118,2009-03-12 17:46:00,3.25,2,84406B
United Kingdom,17851.0,METAL 4 HOOK HANGER FRENCH CHATEAU,490118,2009-03-12 17:46:00,2.95,2,22173
United Kingdom,14750.0,LUNCH BAG RED SPOTTY,490121,2009-03-12 17:57:00,1.65,2,20725
United Kingdom,14750.0,RIBBONS PURSE ,490121,2009-03-12 17:57:00,2.1,1,21051
United Kingdom,14750.0,MINI WOODEN HAPPY BIRTHDAY GARLAND,490121,2009-03-12 17:57:00,1.69,1,21381
United Kingdom,14750.0,PINK PATCH PURSE BLUE HEART,490121,2009-03-12 17:57:00,1.65,1,20855
United Kingdom,14750.0,BAKING SET 9 PIECE RETROSPOT ,490121,2009-03-12 17:57:00,4.95,1,22138
United Kingdom,14750.0,LUNCH BAG CARS BLUE,490121,2009-03-12 17:57:00,1.65,3,20728
United Kingdom,14750.0,PINK ROSE FABRIC MIRROR,490121,2009-03-12 17:57:00,1.25,1,20867
United Kingdom,14750.0,SET/20 RED SPOTTY PAPER NAPKINS ,490121,2009-03-12 17:57:00,0.85,1,21080
United Kingdom,14750.0,GARDEN PATH NOTEBOOK ,490121,2009-03-12 17:57:00,1.65,1,20778
United Kingdom,14750.0,FLOWER BLUE CLOCK W/SUCKER,490121,2009-03-12 17:57:00,0.85,1,81950B
United Kingdom,14750.0,ASSORTED TUTTI FRUTTI SMALL PURSE,490121,2009-03-12 17:57:00,1.25,1,21648
United Kingdom,14750.0,WOODEN HAPPY BIRTHDAY GARLAND,490121,2009-03-12 17:57:00,2.95,1,21380
United Kingdom,14750.0,BLUE ROSE FABRIC MIRROR,490121,2009-03-12 17:57:00,1.25,1,20866
United Kingdom,14750.0,BLUE PATCH PURSE PINK HEART,490121,2009-03-12 17:57:00,1.65,1,20854
United Kingdom,14750.0,RETRO SPOT TEA SET CERAMIC 11 PC ,490121,2009-03-12 17:57:00,4.95,2,22139
United Kingdom,14750.0,ASSORTED TUTTI FRUTTI PEN,490121,2009-03-12 17:57:00,0.85,1,21642
United Kingdom,14750.0,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,490121,2009-03-12 17:57:00,0.85,1,21640
United Kingdom,14750.0,FRYING PAN PINK POLKADOT ,490121,2009-03-12 17:57:00,4.25,1,22200
United Kingdom,14750.0,MILK PAN PINK RETROSPOT,490121,2009-03-12 17:57:00,3.75,1,22202
United Kingdom,14750.0,SCANDINAVIAN PAISLEY PICNIC BAG,490121,2009-03-12 17:57:00,2.95,2,21932
United Kingdom,14750.0,JUMBO BAG SCANDINAVIAN PAISLEY,490121,2009-03-12 17:57:00,1.95,2,21928
United Kingdom,14750.0,BLUE PAISLEY SKETCHBOOK,490121,2009-03-12 17:57:00,3.75,1,20761
United Kingdom,14750.0,FUNKY GIRLZ MAGNETIC TO DO LIST ,490121,2009-03-12 17:57:00,0.65,1,16215
United Kingdom,14750.0,CAMOUFLAGE LED TORCH,490121,2009-03-12 17:57:00,1.69,1,21833
United Kingdom,14750.0,FLOWER PURPLE CLOCK W/SUCKER,490121,2009-03-12 17:57:00,0.85,1,81950V
United Kingdom,14750.0,SET/10 BLUE SPOTTY PARTY CANDLES,490121,2009-03-12 17:57:00,1.25,1,21124
United Kingdom,14750.0,3D DOG PICTURE PLAYING CARDS,490121,2009-03-12 17:57:00,2.95,1,84558A
United Kingdom,14750.0,PINK SPOTS  WRAP ,490121,2009-03-12 17:57:00,0.42,25,21500
United Kingdom,14750.0,REX CASH+CARRY JUMBO SHOPPER,490121,2009-03-12 17:57:00,0.95,4,21034
United Kingdom,14750.0,"FLOWER GLASS GARLAND NECKL.36""BLUE",490121,2009-03-12 17:57:00,7.95,1,90036C
United Kingdom,16791.0,CLASSIC WHITE FRAME,490124,2009-03-12 18:08:00,2.95,1,21333
United Kingdom,16791.0,EMBOSSED FLOWER TRELLIS PHOTO FRAME,490124,2009-03-12 18:08:00,2.55,1,20812
United Kingdom,16791.0,WOODEN PICTURE FRAME WHITE FINISH,490124,2009-03-12 18:08:00,2.55,1,82482
United Kingdom,16791.0,MAGIC GARDEN MOUNT FUJI,490124,2009-03-12 18:08:00,2.55,1,84007
United Kingdom,16791.0,RED PAPER PARASOL,490124,2009-03-12 18:08:00,2.95,1,15044D
United Kingdom,16791.0,PICTURE FRAME WOOD TRIPLE PORTRAIT,490124,2009-03-12 18:08:00,6.75,2,22170
United Kingdom,16791.0,"TUMBLER, NEW ENGLAND",490124,2009-03-12 18:08:00,1.65,6,79030G
United Kingdom,16791.0,RETRO RED SPOTTY WASHING UP GLOVES,490124,2009-03-12 18:08:00,2.1,1,20754
United Kingdom,16791.0,SCOTTIE DOG HOT WATER BOTTLE,490124,2009-03-12 18:08:00,4.95,3,22111
United Kingdom,16791.0,HOT WATER BOTTLE TEA AND SYMPATHY,490124,2009-03-12 18:08:00,3.95,3,22114
United Kingdom,16791.0,RED SPOT HEART HOT WATER BOTTLE,490124,2009-03-12 18:08:00,4.95,1,21485
United Kingdom,16791.0,RED WOOLLY HOTTIE WHITE HEART.,490124,2009-03-12 18:08:00,3.75,1,84029E
United Kingdom,16791.0,NEW ENGLAND CERAMIC CAKE SERVER,490124,2009-03-12 18:08:00,2.55,3,37508
United Kingdom,16791.0,GARDENIA 1 WICK MORRIS BOXED CANDLE,490124,2009-03-12 18:08:00,4.25,1,85036A
United Kingdom,16791.0,"TUMBLER, ENGLISH ROSE",490124,2009-03-12 18:08:00,1.65,6,79030A
United Kingdom,16791.0,GREY FLORAL FELTCRAFT SHOULDER BAG,490124,2009-03-12 18:08:00,3.75,1,20967
United Kingdom,16791.0,ASS FLORAL PRINT TORCH,490124,2009-03-12 18:08:00,1.65,12,47503F
United Kingdom,16791.0,WOODEN FRAME ANTIQUE WHITE ,490124,2009-03-12 18:08:00,2.95,2,82494L
United Kingdom,16791.0,RED VICTORIAN FABRIC HEART BOX,490124,2009-03-12 18:08:00,0.42,2,35096B
United Kingdom,16791.0,BLUE VICTORIAN FABRIC HEART BOX,490124,2009-03-12 18:08:00,0.42,2,35096A
United Kingdom,16791.0,BLUE VICTORIAN FABRIC OVAL BOX,490124,2009-03-12 18:08:00,0.42,1,35095A
United Kingdom,16791.0,RED VICTORIAN FABRIC OVAL BOX,490124,2009-03-12 18:08:00,0.42,1,35095B
United Kingdom,16791.0,SET OF 12 LILY BOTANICAL T-LIGHTS,490124,2009-03-12 18:08:00,2.95,3,21611
United Kingdom,16791.0,SET 12 WILDFLOWER BOTANICAL T-LIGHT,490124,2009-03-12 18:08:00,2.95,2,21612
United Kingdom,16791.0,NEW ENGLAND MILK JUG W GIFT BOX,490124,2009-03-12 18:08:00,5.95,1,37506
United Kingdom,16791.0,VIP LUGGAGE TAG ,490124,2009-03-12 18:08:00,1.25,1,20660
United Kingdom,16791.0,ENGLISH ROSE TAPE MEASURE,490124,2009-03-12 18:08:00,1.25,4,47504G
United Kingdom,16791.0,SET/6 PURPLE BUTTERFLY T-LIGHTS,490124,2009-03-12 18:08:00,2.1,4,72349B
United Kingdom,16791.0,SET 12 PEAR BOTANICAL T-LIGHTS,490124,2009-03-12 18:08:00,2.95,6,21610
United Kingdom,16791.0,FUNKY WASHING UP GLOVES ASSORTED,490124,2009-03-12 18:08:00,2.1,1,20751
United Kingdom,16791.0,ENGLISH ROSE HOT WATER BOTTLE,490124,2009-03-12 18:08:00,1.5,1,84030E
United Kingdom,16791.0,COSY HOUR GIANT TUBE MATCHES,490124,2009-03-12 18:08:00,2.55,5,21587
United Kingdom,16791.0,RETRO SPOT SMALL TUBE MATCHES,490124,2009-03-12 18:08:00,1.65,12,21584
United Kingdom,16791.0,SMALL RETRO SPOT MUG IN BOX  RED,490124,2009-03-12 18:08:00,3.75,2,22070
United Kingdom,16791.0,WOOD S/3 CABINET ANT WHITE FINISH,490124,2009-03-12 18:08:00,7.95,1,82486
United Kingdom,16791.0,RETRO SPOT LARGE MILK JUG,490124,2009-03-12 18:08:00,4.95,3,21533
United Kingdom,16791.0,DOOR MAT FRIENDSHIP ,490124,2009-03-12 18:08:00,6.75,1,48189
United Kingdom,16791.0,DOOR MAT BLACK FLOCK ,490124,2009-03-12 18:08:00,6.75,1,48173C
United Kingdom,16791.0,DOOR MAT NEW ENGLAND,490124,2009-03-12 18:08:00,6.75,1,48187
United Kingdom,16791.0,DOOR MAT TOPIARY,490124,2009-03-12 18:08:00,6.75,1,48129
United Kingdom,16791.0,SPOTTY  HOME SWEET HOME DOORMAT,490124,2009-03-12 18:08:00,6.75,1,21524
United Kingdom,16558.0,SET OF THREE 50'S GIFT WRAPS ,490125,2009-03-12 18:11:00,1.95,12,21490
United Kingdom,16558.0,PAPER CHAIN KIT RETRO SPOT,490125,2009-03-12 18:11:00,2.95,12,22083
United Kingdom,16558.0,FULL ENGLISH BREAKFAST PLATE,490125,2009-03-12 18:11:00,3.75,8,22109
United Kingdom,16558.0,LOCAL CAFE MUG,490125,2009-03-12 18:11:00,2.1,12,22190
United Kingdom,16558.0,RED/WHITE DOTS RUFFLED UMBRELLA,490125,2009-03-12 18:11:00,5.95,3,85014B
United Kingdom,16558.0,WHITE HANGING HEART T-LIGHT HOLDER,490125,2009-03-12 18:11:00,2.95,12,85123A
United Kingdom,16558.0,WHITE/BLUE PULL BACK RACING CAR,490125,2009-03-12 18:11:00,0.55,12,85226A
EIRE,14156.0,PLEASE ONE PERSON  METAL SIGN,490127,2009-03-12 18:13:00,2.1,6,21181
EIRE,14156.0,OPEN CLOSED METAL SIGN,490127,2009-03-12 18:13:00,4.95,2,21770
EIRE,14156.0,MAN FLU METAL SIGN,490127,2009-03-12 18:13:00,2.1,6,21903
EIRE,14156.0,CHOCOLATE HOT WATER BOTTLE,490127,2009-03-12 18:13:00,4.95,6,22112
EIRE,14156.0,HOT WATER BOTTLE TEA AND SYMPATHY,490127,2009-03-12 18:13:00,3.95,8,22114
EIRE,14156.0,RETRO SPOT TEA SET CERAMIC 11 PC ,490127,2009-03-12 18:13:00,4.95,3,22139
EIRE,14156.0,RED STAR CARD HOLDER,490127,2009-03-12 18:13:00,2.95,6,22186
EIRE,14156.0,FRYING PAN PINK POLKADOT ,490127,2009-03-12 18:13:00,4.25,4,22200
EIRE,14156.0,MILK PAN PINK RETROSPOT,490127,2009-03-12 18:13:00,3.75,4,22202
EIRE,14156.0,CAKE STAND LACE WHITE,490127,2009-03-12 18:13:00,4.25,3,22218
EIRE,14156.0,WASH BAG VINTAGE ROSE PAISLEY,490127,2009-03-12 18:13:00,2.55,6,22276
EIRE,14156.0,PINK POLKADOT KIDS BAG,490127,2009-03-12 18:13:00,4.95,3,22323
EIRE,14156.0,PIZZA SLICE DISH,490127,2009-03-12 18:13:00,1.25,12,22347
EIRE,14156.0,TEA BAG PLATE RED SPOTTY ,490127,2009-03-12 18:13:00,0.85,12,22348
EIRE,14156.0,WHITE TISSUE REAM,490127,2009-03-12 18:13:00,7.95,1,22415
EIRE,14156.0,ASS FLORAL PRINT TAPE MEASURE,490127,2009-03-12 18:13:00,1.25,12,47503G
EIRE,14156.0,TEA TIME DES TEA COSY,490127,2009-03-12 18:13:00,2.55,6,47580
EIRE,14156.0, RED/WHITE DOT MINI CASES,490127,2009-03-12 18:13:00,7.95,2,20750
EIRE,14156.0,RETRO PINK SPOT WASHING UP GLOVES,490127,2009-03-12 18:13:00,2.1,6,20753
EIRE,14156.0,SET OF 20 KIDS COOKIE CUTTERS,490127,2009-03-12 18:13:00,1.95,12,84375
EIRE,14156.0,SET OF 3 HEART COOKIE CUTTERS,490127,2009-03-12 18:13:00,1.25,12,84378
EIRE,14156.0,PINK/WHITE RIBBED MELAMINE JUG,490127,2009-03-12 18:13:00,7.95,2,84562A
EIRE,14156.0,GIRLY PINK TOOL SET,490127,2009-03-12 18:13:00,4.95,4,84854
EIRE,14156.0,WHITE WIRE EGG HOLDER,490127,2009-03-12 18:13:00,5.95,3,84880
