,StockCode,Price09,Price10,Price11,DistinctCust,TotItemBought,DistinctSession,AvgItemSess,MeanItemMonth,Category
531,21218,3.6931818181818175,3.699267605633803,5.88757225433526,312,3779,741,5.099865047233468,104.97222222222224,1
532,21219,2.174,1.5973033707865167,1.4265822784810127,78,1013,176,5.755681818181818,28.13888888888889,3
533,21220,2.287142857142857,1.6965625,1.4939024390243902,65,659,159,4.144654088050315,18.30555555555556,4
534,21221,2.1928571428571426,1.545925925925926,1.3345652173913043,56,535,107,5.0,14.86111111111111,3
535,21222,1.6271428571428572,1.4453571428571428,1.5601408450704224,71,621,133,4.669172932330827,17.25,3
536,21223,1.91,1.3018181818181818,,34,292,42,6.9523809523809526,8.11111111111111,3
537,21224,1.6625,1.434964539007092,1.040516129032258,138,2001,308,6.496753246753247,55.583333333333336,3
538,21225,1.25,,,2,2,2,1.0,0.0555555555555555,1
539,21226,1.25,1.25,0.8999999999999999,17,179,36,4.972222222222222,4.972222222222222,1
540,21228,1.58,1.25,1.25,26,97,31,3.129032258064516,2.6944444444444446,1
541,21231,1.624,1.4995196506550217,1.5928776978417267,473,10984,1368,8.029239766081872,305.1111111111111,1
542,21232,1.4790604026845635,1.4955003599712022,1.711055634807418,653,19542,2197,8.894856622667273,542.8333333333334,1
543,21238,1.048936170212766,1.001808510638298,1.0762463343108504,310,5750,848,6.78066037735849,159.72222222222223,1
544,21239,1.16875,1.0322142857142858,1.1322140221402213,258,4479,709,6.317348377997179,124.41666666666669,4
545,21240,1.0347826086956522,1.030188679245283,1.1200353356890458,279,4396,727,6.046767537826685,122.11111111111111,4
546,21241,1.0861111111111112,0.9804237288135592,,128,1653,253,6.533596837944664,45.91666666666666,4
547,21242,2.1076,1.9589230769230768,2.09589552238806,279,3933,617,6.374392220421393,109.25,1
548,21243,2.201764705882353,1.933970037453184,2.196775956284153,199,2732,466,5.8626609442060085,75.88888888888889,4
549,21244,1.922,1.891551724137931,2.098705882352941,198,2514,413,6.087167070217918,69.83333333333333,4
550,21245,1.835,1.896294117647059,2.023913043478261,147,1683,293,5.744027303754266,46.75,4
551,21246,4.95,4.942631578947369,4.475161290322581,101,735,197,3.730964467005076,20.416666666666668,1
552,21247,2.1366666666666667,1.8433333333333333,,44,422,81,5.209876543209877,11.72222222222222,1
553,21248,1.6775,1.6176190476190475,1.836935483870968,103,731,154,4.746753246753247,20.30555555555556,14
554,21249,4.2375,3.681176470588236,3.741752577319588,152,1031,245,4.208163265306123,28.63888888888889,1
555,21250,3.7225,3.180857142857143,3.423333333333334,45,216,57,3.789473684210526,6.0,1
556,21251,3.877,3.6309756097560975,3.2412820512820515,91,475,131,3.6259541984732815,13.194444444444445,1
557,21252,3.832857142857143,2.3600000000000003,,12,49,19,2.5789473684210527,1.3611111111111112,7
558,21253,4.323333333333334,4.352105263157895,5.015925925925926,40,272,120,2.2666666666666666,7.555555555555555,1
559,21255,2.6769230769230767,2.2724637681159416,,46,383,95,4.031578947368421,10.63888888888889,1
560,21256,2.6671428571428573,2.292558139534884,,31,232,64,3.625,6.444444444444445,1
561,21257,7.91875,7.933870967741936,7.890671641791045,201,803,351,2.287749287749288,22.30555555555556,1
562,21259,5.95,5.912616822429906,5.914102564102564,296,1862,552,3.3731884057971016,51.72222222222222,1
563,21260,4.295714285714286,3.8916526610644255,3.654647887323944,295,1806,516,3.5,50.16666666666666,1
564,21261,2.95,6.383823529411765,4.053030303030303,30,232,69,3.36231884057971,6.444444444444445,1
565,21262,2.95,5.607068965517242,3.7795,64,544,120,4.533333333333333,15.11111111111111,1
566,21265,1.95,4.15,2.1758823529411764,21,206,28,7.357142857142857,5.722222222222222,1
567,21266,4.3,,,1,23,9,2.555555555555556,0.6388888888888888,1
568,21267,3.4200000000000004,,,3,24,10,2.4,0.6666666666666666,1
569,21268,2.864,0.8933333333333332,,29,262,49,5.346938775510204,7.277777777777778,1
570,21272,1.7214285714285713,1.6189583333333333,1.6615909090909091,166,1898,337,5.632047477744807,52.72222222222222,3
571,21275,3.9500000000000006,3.9500000000000006,0.0,22,203,22,9.227272727272728,5.638888888888889,4
572,21276,3.420588235294117,5.172222222222222,,23,412,26,15.846153846153848,11.444444444444445,1
573,21278,3.9607692307692304,3.5850515463917527,2.23125,63,375,117,3.2051282051282053,10.416666666666666,1
574,21279,3.86,3.665555555555555,3.3915,50,277,100,2.77,7.694444444444445,1
575,21280,3.598,3.296808510638298,2.55,39,218,64,3.40625,6.055555555555555,1
576,21281,3.4233333333333333,3.758518518518518,3.032,31,176,62,2.838709677419355,4.888888888888889,1
577,21282,4.125,4.230392156862745,,50,309,59,5.237288135593221,8.583333333333334,8
578,21283,4.733333333333333,3.50536231884058,,60,464,80,5.8,12.88888888888889,8
579,21284,2.502,1.899642857142857,2.076111111111111,78,1187,135,8.792592592592593,32.97222222222222,8
580,21285,2.76,2.501914893617021,2.1194736842105266,54,791,95,8.326315789473684,21.97222222222222,8
581,21286,3.86,3.0590163934426227,2.4356521739130432,54,778,96,8.104166666666666,21.61111111111111,8
582,21287,1.25,1.628,0.4823529411764705,52,675,67,10.07462686567164,18.75,8
583,21288,3.081481481481481,3.59358695652174,3.193076923076923,104,950,223,4.260089686098655,26.38888888888889,6
584,21289,1.25,1.5374358974358977,1.25,42,719,89,8.07865168539326,19.97222222222222,6
585,21290,1.25,,,1,2,1,2.0,0.0555555555555555,3
586,21291,1.0818181818181818,0.9525842696629212,1.0564705882352945,83,1595,134,11.902985074626866,44.30555555555556,4
587,21292,1.02,0.9616666666666668,0.9209090909090908,55,929,69,13.46376811594203,25.80555555555556,6
588,21293,3.75,3.0916363636363635,2.541304347826088,29,343,85,4.035294117647059,9.52777777777778,5
589,21294,1.426,1.4877358490566035,0.8980392156862744,69,914,117,7.811965811965812,25.38888888888889,1
590,21306,2.1,2.386363636363636,0.9065789473684212,44,417,63,6.619047619047619,11.583333333333334,1
591,21307,3.208333333333333,2.434285714285714,1.1127272727272728,36,269,66,4.075757575757576,7.472222222222222,1
592,21308,7.95,,,2,3,2,1.5,0.0833333333333333,1
593,21311,2.543333333333333,2.455384615384616,0.7885106382978724,60,557,91,6.12087912087912,15.47222222222222,1
594,21312,6.75,4.528125,,17,126,18,7.0,3.5,1
595,21313,0.9444444444444444,1.185684210526316,1.1522033898305084,161,3308,375,8.821333333333333,91.88888888888889,2
596,21314,3.1,2.75727634194831,2.8625000000000003,363,5841,1009,5.788899900891972,162.25,1
597,21316,2.95,3.3603703703703705,3.186666666666667,29,269,41,6.560975609756097,7.472222222222222,1
598,21317,5.45,5.336486486486487,5.412962962962963,56,215,64,3.359375,5.972222222222222,8
599,21318,2.54,1.975714285714285,1.5138888888888888,59,432,79,5.468354430379747,12.0,1
600,21319,2.54,2.057142857142857,1.823125,41,259,60,4.316666666666666,7.194444444444445,1
601,21320,3.4233333333333333,3.261764705882353,3.107222222222222,31,278,54,5.148148148148148,7.722222222222222,1
602,21321,4.122,2.3328571428571427,,11,85,19,4.473684210526316,2.361111111111111,1
603,21322,4.416666666666667,4.433333333333334,,12,133,12,11.083333333333334,3.6944444444444446,8
604,21323,4.166666666666667,4.138297872340425,,46,188,53,3.547169811320755,5.222222222222222,1
605,21324,3.832857142857143,3.81445205479452,2.822173913043478,101,613,174,3.522988505747126,17.02777777777778,1
606,21326,0.78125,0.8260700389105059,0.8831277533039648,268,5848,510,11.466666666666669,162.44444444444446,2
607,21327,2.2908,2.052172131147541,1.9251754385964912,210,1814,492,3.686991869918699,50.388888888888886,1
608,21328,2.63875,2.279641693811075,2.215324675324675,257,2349,641,3.6645865834633375,65.25,3
609,21329,2.353870967741936,2.0441263940520447,2.1602702702702703,253,2015,553,3.64376130198915,55.97222222222222,1
610,21330,2.756486486486487,2.198490566037736,,97,708,194,3.649484536082474,19.666666666666668,1
611,21333,3.2075,3.244893617021277,2.95,152,1009,221,4.5656108597285066,28.02777777777778,1
612,21336,4.186,4.051111111111111,1.923333333333333,11,95,41,2.317073170731707,2.638888888888889,3
613,21337,3.98,2.9500000000000006,,8,33,12,2.75,0.9166666666666666,3
614,21338,5.95,4.958333333333333,,9,38,12,3.1666666666666665,1.0555555555555556,1
615,21341,4.605555555555556,4.0687500000000005,,16,69,17,4.0588235294117645,1.9166666666666667,3
616,21343,3.95,3.95,,2,19,2,9.5,0.5277777777777778,1
617,21347,5.95,5.95,,4,8,4,2.0,0.2222222222222222,8
618,21348,2.7346428571428576,3.2765686274509807,1.9666666666666668,90,706,132,5.348484848484849,19.61111111111111,1
619,21349,6.75,6.707522123893805,4.821428571428571,112,436,129,3.37984496124031,12.11111111111111,1
620,21350,2.95,2.8702702702702703,,38,187,42,4.4523809523809526,5.194444444444445,1
621,21351,6.75,5.09030303030303,6.652857142857143,111,969,171,5.666666666666667,26.916666666666668,1
622,21352,6.75,5.122765957446808,4.751481481481481,74,752,149,5.046979865771812,20.88888888888889,8
623,21353,7.95,0.0,,8,19,9,2.111111111111111,0.5277777777777778,1
624,21354,1.738,1.4338709677419357,1.6074025974025974,120,1636,210,7.79047619047619,45.44444444444444,14
625,21355,1.8057894736842104,1.4870776255707765,1.3428,209,2312,333,6.942942942942943,64.22222222222223,1
626,21356,1.9488235294117644,1.7044210526315788,1.0768217054263565,117,1544,348,4.436781609195402,42.888888888888886,7
627,21357,1.7618367346938777,1.454968152866242,1.0,101,1068,206,5.184466019417476,29.666666666666668,1
628,21358,1.25,1.3956410256410257,1.147319587628866,131,1093,221,4.945701357466064,30.36111111111111,1
629,21360,3.95,3.9500000000000006,3.9500000000000006,10,125,10,12.5,3.4722222222222223,1
630,21362,0.0,,,1,4,1,4.0,0.1111111111111111,1
631,21364,6.75,6.75,6.75,117,262,145,1.806896551724138,7.277777777777778,6
632,21365,3.98,3.7612,1.8204,52,421,76,5.539473684210527,11.694444444444445,1
633,21366,4.25,4.25,5.684285714285714,24,114,57,2.0,3.1666666666666665,1
634,21367,5.17,3.55,1.9851351351351352,38,163,59,2.76271186440678,4.527777777777778,1
635,21368,5.17,3.191538461538461,1.2571875,33,153,46,3.3260869565217392,4.25,1
636,21369,3.75,4.498571428571429,2.0621428571428573,16,133,22,6.045454545454546,3.6944444444444446,1
637,21370,6.35,5.7125,1.65,14,43,14,3.071428571428572,1.1944444444444444,1
638,21371,3.86,4.010833333333333,1.6594594594594594,35,356,63,5.650793650793651,9.88888888888889,1
639,21372,4.804,3.573529411764706,1.6389655172413793,29,156,50,3.12,4.333333333333333,1
640,21373,4.295,2.263333333333333,0.862,52,564,59,9.559322033898304,15.666666666666666,1
641,21374,5.765000000000001,4.013461538461538,2.1312195121951216,57,386,69,5.594202898550725,10.72222222222222,1
642,21375,5.45,4.897368421052631,4.516666666666667,26,93,28,3.321428571428572,2.583333333333333,14
643,21376,5.45,4.89,5.068181818181818,34,123,37,3.324324324324324,3.4166666666666665,8
644,21377,2.6671428571428573,2.6246153846153844,2.4362162162162164,37,326,96,3.395833333333333,9.055555555555555,14
645,21378,2.7625,2.098043478260869,2.133939393939394,48,416,87,4.781609195402299,11.555555555555555,8
646,21379,2.09,1.9755223880597013,1.8789130434782608,44,449,124,3.620967741935484,12.47222222222222,14
647,21380,3.121666666666667,3.3544101123595507,3.532921348314607,324,3027,636,4.759433962264151,84.08333333333333,1
648,21381,2.1871428571428573,2.074789644012945,2.398995215311005,229,2872,521,5.512476007677543,79.77777777777777,1
649,21383,1.7,0.9028301886792454,1.0386708860759493,164,1714,313,5.476038338658147,47.61111111111112,1
650,21384,1.0625,1.037007299270073,,97,1645,147,11.19047619047619,45.69444444444444,5
651,21385,0.8972222222222221,1.0173684210526317,1.1075757575757574,313,7219,660,10.937878787878788,200.52777777777777,5
652,21388,0.85,0.9234615384615384,,28,311,29,10.724137931034482,8.63888888888889,5
653,21389,0.85,1.0605970149253732,0.939375,148,2251,260,8.657692307692308,62.52777777777778,5
654,21390,1.6166666666666665,1.4527094972067038,1.485979899497487,273,7557,559,13.518783542039357,209.91666666666663,1
655,21391,2.833333333333333,2.5281159420289856,1.4182105263157894,106,1076,167,6.4431137724550895,29.88888888888889,1
656,21392,2.833333333333333,2.566,1.325,31,249,46,5.413043478260869,6.916666666666667,4
657,21395,1.95,2.2325,0.7226829268292683,47,340,66,5.151515151515151,9.444444444444445,4
658,21396,2.0194117647058825,1.658421052631579,,46,624,73,8.547945205479452,17.333333333333332,1
659,21397,2.3400000000000003,2.000576923076923,1.1413333333333333,86,1053,161,6.540372670807454,29.25,4
660,21398,2.7285714285714286,2.7139655172413795,1.39,59,471,93,5.064516129032258,13.083333333333334,14
661,21399,3.4200000000000004,2.5416279069767445,1.1109090909090908,52,446,81,5.506172839506172,12.38888888888889,14
662,21400,0.42,0.4868421052631579,0.2501428571428571,55,1030,90,11.444444444444445,28.61111111111111,1
663,21401,0.42,0.4895121951219512,0.2309333333333333,71,1209,116,10.422413793103448,33.583333333333336,1
664,21402,0.502,0.5423214285714286,0.2598823529411764,79,1362,145,9.393103448275864,37.833333333333336,1
665,21403,0.502,0.5293333333333333,0.2416842105263158,76,1551,145,10.696551724137931,43.083333333333336,1
666,21407,4.239130434782608,4.219047619047619,5.199374999999999,229,1088,366,2.9726775956284155,30.22222222222222,8
667,21408,4.25,4.243150684931507,5.68204081632653,111,426,175,2.434285714285714,11.833333333333334,4
668,21410,4.25,4.24468085106383,,80,234,104,2.25,6.5,4
669,21411,4.221428571428572,4.238294314381271,4.805909090909091,356,1620,549,2.950819672131148,45.0,4
670,21412,2.742962962962963,1.1457446808510638,,33,275,67,4.104477611940299,7.638888888888889,1
671,21413,1.91,1.699722222222222,1.4745454545454544,25,190,51,3.725490196078432,5.277777777777778,6
672,21414,3.75,2.803333333333333,2.1,16,137,35,3.914285714285714,3.8055555555555554,8
673,21415,2.833333333333333,2.5588571428571427,2.7027272727272726,42,348,82,4.243902439024391,9.666666666666666,1
674,21416,3.75,4.432941176470588,3.75,15,31,21,1.4761904761904765,0.8611111111111112,1
675,21417,3.4199999999999995,3.08530612244898,2.9998387096774195,41,388,116,3.3448275862068964,10.77777777777778,1
676,21418,3.714444444444444,3.4627272727272724,3.4252,25,194,66,2.9393939393939394,5.388888888888889,1
677,21419,5.765000000000001,4.430625,,12,59,18,3.2777777777777777,1.6388888888888888,1
678,21421,1.25,1.6381395348837209,1.329,59,906,98,9.244897959183673,25.166666666666668,1
679,21422,0.85,1.092236842105263,1.162,64,1208,129,9.364341085271318,33.55555555555556,1
680,21424,3.7225,4.337384615384615,5.574477611940298,48,547,136,4.022058823529412,15.194444444444445,1
681,21425,4.186,4.07,4.581111111111111,41,265,93,2.849462365591398,7.361111111111111,1
682,21426,2.29,2.8393478260869567,4.017209302325582,41,404,92,4.391304347826087,11.22222222222222,1
683,21427,3.1153846153846154,2.991369863013699,3.265,53,315,117,2.6923076923076925,8.75,1
684,21428,4.225,4.211988304093567,5.5310212765957445,224,1421,425,3.343529411764706,39.47222222222222,7
685,21429,2.0772,2.0462518089725035,2.306909871244635,415,4865,982,4.954175152749491,135.13888888888889,1
686,21430,4.648867924528302,4.519840255591054,4.976470588235294,321,3737,805,4.6422360248447205,103.80555555555556,1
687,21431,2.170975609756097,1.9038983050847456,,167,1243,276,4.503623188405797,34.52777777777778,7
688,21432,5.911538461538462,5.8426470588235295,,153,802,229,3.502183406113537,22.27777777777778,8
689,21437,3.75,3.996272727272727,,87,389,107,3.635514018691589,10.805555555555555,1
690,21438,3.75,3.867272727272727,,33,157,35,4.485714285714286,4.361111111111111,1
691,21439,1.382,1.5649999999999995,1.5683050847457627,110,1407,233,6.03862660944206,39.083333333333336,3
692,21440,1.25,1.3433333333333333,,73,472,95,4.968421052631579,13.11111111111111,6
693,21441,1.275,1.132837837837838,1.065438596491228,66,784,132,5.9393939393939394,21.77777777777778,5
694,21442,1.7,1.1685897435897434,1.0472727272727271,66,829,135,6.140740740740741,23.02777777777778,5
695,21443,6.4366666666666665,3.75,,17,49,25,1.96,1.3611111111111112,1
696,21444,5.948181818181819,5.3625,,18,83,35,2.3714285714285714,2.305555555555556,1
697,21445,2.174,1.5142477876106193,1.0714285714285714,88,850,144,5.902777777777778,23.61111111111111,6
698,21446,1.5546153846153847,1.44552,1.5326262626262626,121,1102,229,4.812227074235808,30.61111111111111,6
699,21447,1.6561538461538463,1.5534806629834257,1.7312765957446807,147,2128,330,6.448484848484848,59.11111111111112,6
700,21448,1.6499999999999997,1.8785185185185185,1.895675675675676,132,955,211,4.5260663507109005,26.52777777777778,6
701,21450,4.4625,,,4,14,4,3.5,0.3888888888888889,8
702,21456,1.25,1.443846153846154,1.492,41,438,64,6.84375,12.166666666666666,1
703,21457,1.25,1.4821052631578948,1.6856,45,385,64,6.015625,10.694444444444445,1
704,21458,1.25,1.532857142857143,1.8213888888888887,50,468,87,5.379310344827586,13.0,1
705,21462,6.75,6.741111111111112,5.835714285714285,131,400,159,2.5157232704402515,11.11111111111111,10
706,21463,5.683333333333334,5.785099337748345,5.862280701754386,169,1078,280,3.85,29.944444444444443,3
707,21464,4.25,4.245689655172414,4.2444444444444445,128,539,217,2.4838709677419355,14.97222222222222,6
708,21465,3.75,4.151603773584905,3.8907894736842095,117,601,186,3.2311827956989245,16.694444444444443,7
709,21466,5.541111111111111,3.956397515527952,3.913942307692308,148,843,273,3.087912087912088,23.416666666666668,7
710,21467,5.093333333333334,4.079724137931034,3.96530612244898,143,737,250,2.948,20.47222222222222,1
711,21468,3.75,4.045949367088608,4.02741935483871,90,429,140,3.0642857142857145,11.916666666666666,1
712,21469,5.093333333333334,4.138849557522124,3.8434117647058814,127,733,204,3.593137254901961,20.36111111111111,4
713,21470,4.7575,4.320983606557377,4.022109375,158,958,316,3.0316455696202533,26.61111111111111,7
714,21471,6.052857142857143,4.152077922077922,3.626513157894737,163,1070,313,3.4185303514377,29.72222222222222,1
715,21472,5.409411764705883,4.374338842975206,3.885925925925926,161,961,284,3.3838028169014085,26.694444444444443,1
716,21478,6.483333333333333,4.09021978021978,,57,231,96,2.40625,6.416666666666667,1
717,21479,4.404429530201342,4.137954545454546,4.840639534883721,406,3766,873,4.313860252004582,104.61111111111111,1
718,21480,3.905090909090909,,,33,177,54,3.2777777777777777,4.916666666666667,6
719,21481,3.653663366336634,3.5347920433996385,4.248265895953757,427,4319,988,4.371457489878543,119.97222222222224,1
720,21482,3.9235616438356167,3.470740740740741,,100,560,180,3.111111111111111,15.555555555555555,14
721,21484,4.196551724137931,3.9750704225352114,5.079219858156028,354,3002,785,3.824203821656051,83.38888888888889,1
722,21485,4.882413793103448,4.906981981981982,5.104337606837607,656,5912,1262,4.684627575277338,164.22222222222223,1
723,21486,3.9417241379310335,3.9039495798319326,,126,996,293,3.3993174061433447,27.666666666666668,4
724,21487,0.0,,,1,2,1,2.0,0.0555555555555555,1
725,21488,3.8875,3.8962,8.29,213,1578,302,5.225165562913907,43.833333333333336,8
726,21489,3.95,1.975,,7,19,9,2.111111111111111,0.5277777777777778,8
727,21490,2.767391304347826,1.3,,31,227,51,4.450980392156863,6.305555555555555,1
728,21491,2.35,2.019776119402985,,167,1556,226,6.884955752212389,43.22222222222222,1
729,21492,0.0,,,1,4,1,4.0,0.1111111111111111,1
730,21493,1.0788461538461538,0.425,,21,191,29,6.586206896551724,5.305555555555555,8
731,21494,3.86,2.726839378238342,2.452444444444444,137,2560,483,5.300207039337474,71.11111111111111,2
732,21495,0.42,0.4191061452513966,0.42,189,8190,328,24.96951219512195,227.5,1
733,21496,0.42,,,1,25,1,25.0,0.6944444444444444,1
734,21497,0.42,0.4189333333333332,0.42,320,11177,448,24.948660714285715,310.47222222222223,1
735,21498,0.42,0.4185012919896641,0.4197231833910034,429,17428,700,24.897142857142857,484.1111111111111,1
736,21499,0.42,0.419626168224299,0.42,292,10477,420,24.945238095238096,291.02777777777777,4
737,21500,0.42,0.4196610169491525,0.42,289,11050,442,25.0,306.94444444444446,4
738,21503,0.42,0.42,0.42,55,1501,61,24.60655737704918,41.69444444444444,1
739,21504,0.5666666666666667,0.4547263681592039,0.4945454545454545,149,3653,311,11.745980707395498,101.47222222222224,8
740,21505,0.0,,,1,1,1,1.0,0.0277777777777777,1
741,21506,0.5,0.4721036585365853,0.5156597222222222,306,7306,636,11.4874213836478,202.94444444444449,8
742,21507,0.4582608695652173,0.5003082191780822,0.5256118143459916,265,5968,551,10.831215970961887,165.77777777777777,8
743,21508,0.5126315789473684,0.5018006430868167,0.5562631578947368,215,5328,520,10.246153846153844,148.0,8
744,21509,0.4933333333333333,0.4924698795180723,0.5349794238683128,263,6285,593,10.598650927487352,174.58333333333334,8
745,21518,0.64,0.5079104477611941,0.47375,57,963,107,9.0,26.75,8
746,21519,0.5752941176470587,0.4944520547945205,0.5154090909090909,178,5875,528,11.12689393939394,163.19444444444446,8
747,21520,0.64,0.5354901960784314,0.5114,61,885,107,8.271028037383177,24.58333333333333,8
748,21523,6.435245901639345,7.167739130434782,7.87492795389049,353,3335,868,3.842165898617512,92.63888888888889,4
749,21524,6.664893617021277,7.32304647160069,7.866088154269972,470,3469,989,3.507583417593529,96.36111111111111,4
750,21525,6.75,,,1,2,2,1.0,0.0555555555555555,8
751,21527,7.845348837209303,7.863774597495528,7.780113636363636,351,2334,725,3.219310344827586,64.83333333333333,1
752,21528,6.85,6.860569105691057,6.811777777777778,144,584,223,2.618834080717489,16.22222222222222,1
753,21529,4.246923076923077,3.9446456692913374,,94,504,153,3.294117647058824,14.0,1
754,21530,3.465,3.486166666666667,1.473061224489796,99,889,161,5.521739130434782,24.694444444444443,1
755,21531,3.746086956521739,3.021202404809619,2.9475877192982454,322,3161,766,4.1266318537859,87.80555555555556,1
756,21532,2.925,2.3261904761904764,,57,260,90,2.888888888888889,7.222222222222222,1
757,21533,4.923076923076923,4.862695984703633,4.881228070175439,425,3016,852,3.539906103286385,83.77777777777777,1
758,21534,4.95,4.871470588235294,4.860225563909774,200,883,310,2.8483870967741933,24.52777777777778,1
759,21535,3.188205128205128,2.8937015781922524,2.7843030303030303,453,4779,1083,4.412742382271468,132.75,1
760,21536,2.3200000000000003,2.2592452830188683,,43,221,61,3.622950819672131,6.138888888888889,1
761,21537,4.25,4.216981132075472,4.399629629629629,170,812,226,3.5929203539823007,22.55555555555556,1
762,21538,4.25375,3.932790697674419,,39,122,51,2.392156862745098,3.388888888888889,1
763,21539,4.876315789473685,4.857258064516129,4.882352941176471,290,2233,589,3.791171477079797,62.02777777777778,1
764,21540,4.208333333333333,4.234126984126984,,52,203,75,2.7066666666666666,5.638888888888889,1
765,21541,1.275,1.0238285714285713,,117,1504,195,7.712820512820513,41.77777777777778,1
766,21542,1.1962962962962962,0.9865408805031446,,111,1500,185,8.108108108108109,41.66666666666666,1
767,21543,1.16875,,,13,85,24,3.5416666666666665,2.361111111111111,1
768,21544,1.0780487804878047,1.032953020134228,1.1013013698630136,223,3895,480,8.114583333333334,108.19444444444444,1
769,21545,4.635454545454546,3.403857142857143,,51,225,80,2.8125,6.25,1
770,21547,3.293333333333333,3.665744680851064,3.49,68,350,117,2.9914529914529915,9.72222222222222,1
771,21548,4.495,3.665744680851064,,54,313,105,2.980952380952381,8.694444444444445,1
772,21549,3.2590000000000003,3.3840000000000003,,36,163,49,3.326530612244898,4.527777777777778,1
773,21550,5.894444444444445,5.929591836734694,,41,165,55,3.0,4.583333333333333,1
774,21551,5.950000000000001,4.178571428571429,,16,63,20,3.15,1.75,1
775,21552,5.922222222222223,5.546875,,24,100,33,3.0303030303030303,2.7777777777777777,1
776,21553,5.95,5.485294117647059,,25,100,29,3.4482758620689653,2.7777777777777777,1
777,21554,5.911538461538462,5.1000000000000005,,17,48,20,2.4,1.3333333333333333,1
778,21555,2.55,3.646612903225806,2.5546268656716418,38,353,133,2.654135338345865,9.805555555555555,1
779,21556,3.3005263157894733,3.256898734177214,3.17960396039604,131,1023,293,3.491467576791809,28.416666666666668,1
780,21557,4.691428571428572,4.123655172413794,4.133680555555555,71,812,301,2.697674418604651,22.55555555555556,1
781,21558,3.377368421052632,3.202631578947368,3.3514477211796243,265,2722,745,3.653691275167785,75.61111111111111,1
782,21559,3.144042553191489,3.0222870662460566,3.128384615384616,392,5008,1182,4.236886632825719,139.11111111111111,1
783,21560,3.088,,,1,7,5,1.4,0.1944444444444444,1
784,21561,3.074,2.8039272727272726,3.0662000000000003,259,1824,502,3.633466135458167,50.66666666666666,1
785,21563,3.7225,3.45385,3.1883098591549297,173,1604,347,4.622478386167147,44.55555555555556,6
786,21564,3.568,3.2477514792899407,3.260990990990991,130,1183,284,4.165492957746479,32.861111111111114,6
787,21576,3.018421052631579,2.435508474576271,2.507571428571429,118,732,205,3.570731707317073,20.33333333333333,3
788,21577,3.676046511627906,2.6208365019011404,2.634064516129032,240,1956,459,4.261437908496732,54.333333333333336,3
789,21578,2.98,2.623292682926829,2.518727272727273,183,1834,372,4.93010752688172,50.94444444444444,8
790,21579,3.345,2.6875324675324674,2.547555555555556,77,445,129,3.449612403100775,12.36111111111111,8
791,21580,3.292857142857143,2.753636363636364,2.923050847457627,76,542,172,3.1511627906976742,15.055555555555555,8
792,21581,3.624117647058824,2.515446428571429,2.83,99,588,195,3.015384615384616,16.333333333333332,8
793,21582,1.65,1.65,,15,117,16,7.3125,3.25,1
794,21584,1.65,1.6499999999999997,1.6484848484848484,251,2765,344,8.037790697674419,76.80555555555556,1
795,21586,2.55,2.55,2.514,166,1369,223,6.139013452914798,38.02777777777778,1
796,21587,2.55,2.5499999999999994,2.55,201,1795,254,7.066929133858268,49.86111111111112,1
797,21588,2.55,2.55,2.5422413793103447,186,1569,268,5.854477611940299,43.583333333333336,1
798,21589,2.55,2.55,,68,519,79,6.569620253164557,14.416666666666666,1
799,21590,1.25,1.2439748953974896,,196,2401,278,8.636690647482014,66.69444444444444,1
800,21591,1.25,1.2490995260663509,1.25,262,2993,357,8.38375350140056,83.13888888888889,1
801,21592,1.25,1.2484615384615383,1.1283838383838385,309,3800,463,8.207343412526997,105.55555555555556,1
802,21593,1.25,1.25,,68,815,93,8.763440860215054,22.63888888888889,1
803,21594,4.3,4.21,4.13,1,5,5,1.0,0.1388888888888889,1
804,21596,4.3,4.21,,1,10,9,1.1111111111111112,0.2777777777777778,1
805,21609,2.95,3.069703703703704,3.044666666666666,140,875,209,4.186602870813397,24.30555555555556,8
806,21610,3.170714285714286,3.0398765432098767,,70,398,94,4.23404255319149,11.055555555555555,8
807,21611,3.59375,3.046260162601626,,90,570,144,3.9583333333333335,15.833333333333334,8
808,21612,3.763157894736842,3.1713333333333336,,74,458,108,4.2407407407407405,12.72222222222222,8
809,21613,3.33625,3.0523076923076924,3.1122857142857145,110,584,144,4.055555555555555,16.22222222222222,8
810,21614,2.95,3.066946107784432,2.939,122,934,190,4.91578947368421,25.944444444444443,8
811,21615,3.75,3.3790909090909094,2.0290697674418605,112,856,164,5.219512195121951,23.77777777777778,8
812,21616,3.75,3.7186538461538463,1.9376691729323308,124,888,186,4.774193548387097,24.666666666666668,8
813,21617,3.75,3.6484375,2.421340206185567,101,750,167,4.491017964071856,20.83333333333333,8
814,21618,3.75,3.772727272727273,2.4210869565217394,85,602,137,4.394160583941606,16.72222222222222,8
815,21619,3.75,3.622340425531915,1.9696774193548388,137,951,210,4.5285714285714285,26.416666666666668,8
816,21620,3.75,3.813389830508475,1.963647798742138,140,1093,223,4.901345291479821,30.36111111111111,8
817,21622,4.95,4.925173210161662,4.941666666666667,325,2653,555,4.78018018018018,73.69444444444444,1
818,21624,5.95,5.930079681274901,5.923684210526315,280,1004,354,2.836158192090396,27.88888888888889,4
819,21625,6.95,6.95,6.498412698412699,184,706,268,2.6343283582089554,19.61111111111111,1
820,21626,2.42,2.440377358490566,2.2065217391304346,135,1388,201,6.9054726368159205,38.55555555555556,6
